message,label
"So check your errors and if you had difficulties, do correction.
",benign
"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.
",benign
"Hey! There's veggie pizza... :/
",benign
"Ok. I.ll do you right later.
",benign
"Ok that's great thanx a lot.
",benign
"Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
",benign
"Yes, i'm small kid.. And boost is the secret of my energy..
",benign
"Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
",benign
"Am only searching for good dual sim mobile pa.
",benign
"Enjoy ur life. . Good night
",benign
"Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
",benign
"i dnt wnt to tlk wid u
",benign
"I am in tirupur da, once you started from office call me.
",benign
"Can not use foreign stamps in this country.
",benign
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+
",malicious
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call
",malicious
"I will be outside office take all from there
",benign
"Ha ha - had popped down to the loo when you hello-ed me. Hello!
",benign
"Check with nuerologist.
",benign
"Hi.what you think about match?
",benign
"Ask g or iouri, I've told the story like ten times already
",benign
"Yar but they say got some error.
",benign
"You want to go? 
",benign
"Ranjith cal drpd Deeraj and deepak 5min hold
",benign
"If you are not coughing then its nothing
",benign
"Dunno dat's wat he told me. Ok lor...
",benign
"I am great princess! What are you thinking about me? :)
",benign
"I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
",benign
"Can. Dunno wat to get 4 her...
",benign
"Oh you got many responsibilities.
",benign
"Huh but i cant go 2 ur house empty handed right?
",benign
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
",benign
"Smith waste da.i wanna gayle.
",benign
"Well I'm going to be an aunty!
",benign
"Yes:)from last week itself i'm taking live call.
",benign
"Coffee cake, i guess...
",benign
"I think chennai well settled?
",benign
"I am late. I will be there at
",benign
"Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
",benign
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!
",benign
"I'm putting it on now. It should be ready for  &lt;TIME&gt; 
",benign
"Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
",benign
"I will treasure every moment we spend together...
",benign
"Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
",benign
"If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
",benign
"Going for dinner.msg you after.
",benign
"A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol
",benign
"PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
",malicious
"Yes princess! I want to make you happy...
",benign
"TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
",malicious
"Okay but i thought you were the expert
",benign
"Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
",malicious
"How much it will cost approx . Per month.
",benign
"at bruce b downs &amp; fletcher now
",benign
"Ha ha cool cool chikku chikku:-):-DB-)
",benign
"You best watch what you say cause I get drunk as a motherfucker
",benign
"S:)no competition for him.
",benign
"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
",malicious
"I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
",benign
"Thts god's gift for birds as humans hav some natural gift frm god..
",benign
"We still on for tonight?
",benign
"Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
",malicious
"Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
",malicious
"No problem. How are you doing?
",benign
"Asking do u knw them or nt? May be ur frnds or classmates?
",benign
"Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
",malicious
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114
",malicious
"If we hit it off, you can move in with me :)
",benign
"Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
",benign
"I've got ten bucks, jay is being noncomittal
",benign
"Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
",benign
"What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
",benign
"Haha... Hope ü can hear the receipt sound... Gd luck!
",benign
"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.
",malicious
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records
",malicious
"Ya just telling abt tht incident..
",benign
"No worries, hope photo shoot went well. have a spiffing fun at workage. 
",benign
"Super da:)good replacement for murali
",benign
"Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
",malicious
"Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
",benign
"Then anything special?
",benign
"TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
",malicious
"Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
",benign
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
",benign
"Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
",benign
"Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
",benign
"I am going to sao mu today. Will be done only at 12 
",benign
"I am going to film 2day da. At 6pm. Sorry da.
",benign
"Yes i will be there. Glad you made it.
",benign
"When you are big..| God will bring success.
",benign
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.
",malicious
"""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?""
",benign
"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
",malicious
"K actually can you guys meet me at the sunoco on howard? It should be right on the way
",benign
"I'm in class. Will holla later
",benign
"Just wondering, the others just took off
",benign
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
",malicious
"I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
",benign
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text
",malicious
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?
",benign
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info
",malicious
"This is all just creepy and crazy to me.
",benign
"Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
",benign
"Ok. There may be a free gym about.
",benign
"Depends on where u going lor.
",benign
"Dear are you angry i was busy dear
",benign
"MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
",benign
"Good evening! How are you?
",benign
"Hanging out with my brother and his family
",benign
"Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down
",benign
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa
",malicious
"Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
",benign
"I send the print  outs da.
",benign
"Not really dude, have no friends i'm afraid :(
",benign
"As usual..iam fine, happy &amp; doing well..:)
",benign
"Tonight? Yeah, I'd be down for that
",benign
"Bognor it is! Should be splendid at this time of year.
",benign
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.
",benign
"Me too baby! I promise to treat you well! I bet you will take good care of me...
",benign
"That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
",benign
"Are you angry with me. What happen dear
",benign
"Good Morning plz call me sir
",benign
"That's what I love to hear :V see you sundayish, then
",benign
"Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
",benign
"Thanks for loving me so. You rock
",benign
"K.:)do it at evening da:)urgent:)
",benign
"I cant pick the phone right now. Pls send a message
",benign
"Oh thanks a lot..i already bought 2 eggs ..
",benign
"Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
",benign
"Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
",malicious
"Nice.nice.how is it working?
",benign
"I dont know exactly could you ask chechi.
",benign
"So how's the weather over there?
",benign
"Ok... U enjoy ur shows...
",benign
"Aight, sounds good. When do you want me to come down?
",benign
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! 
",malicious
"Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
",benign
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.
",malicious
"Nothing really, just making sure everybody's up to speed
",benign
"Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
",benign
"Oh my God. I'm almost home
",benign
"If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
",benign
"Come to mahal bus stop.. &lt;DECIMAL&gt;
",benign
"Where are you ? You said you would be here when I woke ... :-(
",benign
"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt
",benign
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm
",malicious
"* Am on a train back from northampton so i'm afraid not!
",benign
"Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
",benign
"What type of stuff do you sing?
",benign
"Thats cool. i liked your photos. You are very sexy!
",benign
"Hi dear we saw dear. We both are happy. Where you my battery is low
",benign
"You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
",malicious
"I dont know why she.s not getting your messages
",benign
"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)
",benign
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you
",benign
"Good Morning plz call me sir
",benign
"Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!
",benign
"Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
",benign
"Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
",benign
"You have got tallent but you are wasting.
",benign
"Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
",malicious
"What time you thinkin of goin?
",benign
"I'm okay. Chasing the dream. What's good. What are you doing next.
",benign
"Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
",benign
"So i'm doing a list of buyers.
",benign
"You should change your fb to jaykwon thuglyfe falconerf
",benign
"No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
",benign
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.
",benign
"I've sent ü my part..
",benign
"Is avatar supposed to have subtoitles
",benign
"What pa tell me.. I went to bath:-)
",benign
"Thats cool. i am a gentleman and will treat you with dignity and respect.
",benign
"I have to take exam with in march 3
",benign
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas
",benign
"Aight yo, dats straight dogg
",benign
"Don't necessarily expect it to be done before you get back though because I'm just now headin out
",benign
"Easy ah?sen got selected means its good..
",benign
"Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
",benign
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe
",benign
"Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
",benign
"In da car park 
",benign
"Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
",benign
"Now only i reached home. . . I am very tired now. . I will come tomorro
",benign
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...
",benign
"Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
",benign
"Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
",malicious
"K...k...yesterday i was in cbe .
",benign
"I like to talk pa but am not able to. I dont know y.
",benign
"Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
",benign
"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
",malicious
"For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
",malicious
"No probably  &lt;#&gt; %.
",benign
"I will vote for wherever my heart guides me
",benign
"Let me know how to contact you. I've you settled in a room. Lets know you are ok.
",benign
"Yeah, don't go to bed, I'll be back before midnight
",benign
"We can go 4 e normal pilates after our intro...  
",benign
"How long does applebees fucking take
",benign
"Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
",benign
"Aiyah e rain like quite big leh. If drizzling i can at least run home.
",benign
"I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book
",benign
"Call me, i am senthil from hsbc.
",benign
"K.i will send in  &lt;#&gt;  min:)
",benign
"You getting back any time soon?
",benign
"Tell where you reached
",benign
"G says you never answer your texts, confirm/deny
",benign
"Where in abj are you serving. Are you staying with dad or alone.
",benign
"Ranjith cal drpd Deeraj and deepak 5min hold
",benign
"So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
",benign
"Sorry i din lock my keypad.
",benign
"Just taste fish curry :-P
",benign
"What happened to our yo date?
",benign
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance
",benign
"Kate jackson rec center before 7ish, right?
",benign
"Could you not read me, my Love ? I answered you
",benign
"Ok c ü then.
",benign
"He also knows about lunch menu only da. . I know
",benign
"How's ur paper?
",benign
"Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
",malicious
"I am in bus on the way to calicut
",benign
"Or ü go buy wif him then i meet ü later can?
",benign
"Mum ask ü to buy food home...
",benign
"Ok... Take ur time n enjoy ur dinner...
",benign
"That day you asked about anand number. Why:-)
",benign
"Pls speak to that customer machan.
",benign
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.
",malicious
"S:)8 min to go for lunch:)
",benign
"What time do u get out?
",benign
"""ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX""
",benign
"Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
",benign
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm
",malicious
"Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
",malicious
"Wat r u doing?
",benign
"Whatsup there. Dont u want to sleep
",benign
"That depends. How would you like to be treated? :)
",benign
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday
",benign
"No did you check? I got his detailed message now
",benign
"I'm done...
",benign
"And is there a way you can send shade's stuff to her. And she has been wonderful too.
",benign
"U can call me now...
",benign
"Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
",benign
"I can't describe how lucky you are that I'm actually awake by noon
",benign
"Machan you go to gym tomorrow,  i wil come late goodnight.
",benign
"Ü thk of wat to eat tonight.
",benign
"You've always been the brainy one.
",benign
"What you did in  leave.
",benign
"Oic... I saw him too but i tot he din c me... I found a group liao...
",benign
"Jus finished avatar nigro
",benign
"Hmph. Go head, big baller.
",benign
"We're all getting worried over here, derek and taylor have already assumed the worst
",benign
"Dont kick coco when he's down
",benign
"Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
",benign
"At 7 we will go ok na.
",benign
"JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
",benign
"Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.
",benign
"Wot is u up 2 then bitch?
",benign
"Which is weird because I know I had it at one point
",benign
"Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
",benign
"Wif my family booking tour package.
",benign
"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk
",malicious
"Do you want bold 2 or bb torch
",benign
"When you just put in the + sign, choose my number and the pin will show. Right?
",benign
"Some of them told accenture is not confirm. Is it true.
",benign
"Please CALL 08712402779 immediately as there is an urgent message waiting for you
",malicious
"Today my system sh get ready.all is well and i am also in the deep well
",benign
"Yetunde i'm in class can you not run water on it to make it ok. Pls now.
",benign
"Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
",benign
"Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
",benign
"Yup but it's not giving me problems now so mayb i'll jus leave it...
",benign
"Good Morning my Dear........... Have a great &amp; successful day.
",benign
"Then why no one talking to me
",benign
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!
",benign
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
",benign
"I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
",benign
"YO YO YO BYATCH WHASSUP?
",benign
"Lol wtf random. Btw is that your lunch break
",benign
"Am going to take bath ill place the key in window:-)
",benign
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...
",benign
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..
",benign
"Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
",benign
"I dunno until when... Lets go learn pilates...
",benign
"I cant wait to see you! How were the photos were useful? :)
",benign
"What Today-sunday..sunday is holiday..so no work..
",benign
"I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
",benign
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...
",benign
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
",benign
"I‘m going to try for 2 months ha ha only joking
",benign
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)
",benign
"Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
",benign
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message
",malicious
"Ela kano.,il download, come wen ur free..
",benign
"When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
",benign
"Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
",benign
"Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
",malicious
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?
",benign
"Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
",benign
"I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
",benign
"How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
",benign
"i can call in  &lt;#&gt;  min if thats ok
",benign
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?
",benign
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us
",benign
"I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
",benign
"Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
",benign
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!
",benign
"Did u fix the teeth?if not do it asap.ok take care.
",benign
"What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
",benign
"Good night my dear.. Sleepwell&amp;Take care
",benign
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM
",malicious
"I'm gonna rip out my uterus.
",benign
"Yeah my usual guy's out of town but there're definitely people around I know
",benign
"Please CALL 08712402902 immediately as there is an urgent message waiting for you.
",malicious
"Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
",benign
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted
",benign
"YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 
",malicious
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?
",benign
"Happy birthday... May all ur dreams come true...
",benign
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?
",malicious
"Where @
",benign
"Good Morning my Dear........... Have a great &amp; successful day.
",benign
"Oh god..taken the teeth?is it paining
",benign
"Do u noe wat time e place dat sells 4d closes?
",benign
"V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
",benign
"Send his number and give reply tomorrow morning for why you said that to him like that ok
",benign
"Sorry for the delay. Yes masters
",benign
"Sorry, I'll call later
",benign
"I accidentally brought em home in the box
",benign
"Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
",benign
"Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
",malicious
"Should i send you naughty pix? :)
",benign
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits
",benign
"Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
",benign
"Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
",benign
"Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
",benign
"Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
",malicious
"Me sef dey laugh you. Meanwhile how's my darling anjie!
",benign
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow
",malicious
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e
",benign
"I donno if they are scorable
",benign
"Thanks for sending this mental ability question..
",benign
"Where to get those?
",benign
"Theoretically yeah, he could be able to come
",benign
"Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
",malicious
"Ok thanx...
",benign
"U buy newspapers already?
",benign
"Yo you around? A friend of mine's lookin to pick up later tonight
",benign
"I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
",benign
"No problem. Talk to you later
",benign
"Cool, want me to go to kappa or should I meet you outside mu
",benign
"Then u drive lor.
",benign
"Great. P diddy is my neighbor and comes for toothpaste every morning
",benign
"Yupz... I've oredi booked slots 4 my weekends liao... 
",benign
"S:)s.nervous  &lt;#&gt; :)
",benign
"Aight, tomorrow around  &lt;#&gt;  it is
",benign
"07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
",malicious
"Ok then i will come to ur home after half an hour
",benign
"Haven't seen my facebook, huh? Lol!
",benign
"The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
",benign
"Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
",benign
"Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
",benign
"This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
",malicious
"sorry brah, just finished the last of my exams, what up
",benign
"alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
",benign
"Ü mean it's confirmed... I tot they juz say oni... Ok then... 
",benign
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?
",benign
"Host-based IDPS for linux systems.
",benign
"No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
",benign
"Delhi and chennai still silent.
",benign
"My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
",benign
"Not course. Only maths one day one chapter with in one month we can finish.
",benign
"Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
",benign
"Sorry, I'll call later
",benign
"Some are lasting as much as 2 hours. You might get lucky.
",benign
